Date,Price
5/25/2023,213.3
5/26/2023,218.2
5/29/2023,219
5/30/2023,219.9
5/31/2023,220.6
6/1/2023,221.8
6/2/2023,221.8
6/5/2023,220.4
6/7/2023,219.7
6/8/2023,218.5
6/9/2023,217.2
6/12/2023,215.2
6/13/2023,216.3
6/14/2023,214.4
6/15/2023,215.8
6/16/2023,218.3
6/19/2023,213.1
6/20/2023,212.6
6/21/2023,209.6
6/22/2023,208.9
6/26/2023,208.9
6/27/2023,210.4
6/28/2023,212.5
6/29/2023,212.5
6/30/2023,215.6
7/3/2023,215.1
7/4/2023,215.1
7/5/2023,209.9
7/6/2023,207.9
7/7/2023,208
7/10/2023,206.9
7/11/2023,206
7/12/2023,208.8
7/13/2023,207.7
7/14/2023,208.6
7/17/2023,206.1
7/18/2023,210.1
7/19/2023,211.4
7/20/2023,211.8
7/21/2023,213.7
7/24/2023,215.2
7/25/2023,216.3
7/26/2023,215.9
7/27/2023,216.2
7/28/2023,216.2
7/31/2023,214.9
8/1/2023,214.4
8/2/2023,212.1
8/3/2023,209.2
8/4/2023,210.5
8/7/2023,210.7
8/8/2023,210.4
8/9/2023,213.6
8/10/2023,214.8
8/11/2023,209.6
8/14/2023,210.1
8/15/2023,206.9
8/16/2023,208.1
8/17/2023,205.6
8/18/2023,204.5
8/21/2023,205.1
8/22/2023,207.5
8/23/2023,210.7
8/24/2023,210.4
8/25/2023,209.6
8/28/2023,210.5
8/29/2023,211.3
8/30/2023,210.6
8/31/2023,211.1
9/1/2023,209.9
9/4/2023,210.4
9/5/2023,212.4
9/6/2023,214.9
9/7/2023,213.4
9/8/2023,212.2
9/11/2023,212.9
9/12/2023,212.5
9/13/2023,211.9
9/14/2023,213.6
9/15/2023,215.1
9/18/2023,214.3
9/19/2023,215
9/20/2023,217.3
9/21/2023,215.9
9/22/2023,214.1
9/25/2023,213.5
9/26/2023,212.1
9/27/2023,210.3
9/28/2023,209.9
9/29/2023,209.8
10/2/2023,209.6
10/3/2023,207.5
10/4/2023,206.6
10/5/2023,208.7
10/6/2023,211.2
10/9/2023,212.6
10/10/2023,216.3
10/11/2023,216.9
10/12/2023,220.2
10/13/2023,218.6
10/16/2023,219.1
10/17/2023,217.4
10/18/2023,211.6
10/19/2023,210
10/20/2023,200
10/23/2023,199.6
10/24/2023,200.9
10/25/2023,202
10/26/2023,203.6
10/27/2023,201.4
10/30/2023,202.4
10/31/2023,204.4
11/1/2023,205.4
11/2/2023,208.4
11/3/2023,206.7
11/6/2023,206.1
11/7/2023,206
11/8/2023,206.8
11/9/2023,209
11/10/2023,206.9
11/13/2023,206.4
11/14/2023,209.9
11/15/2023,211.4
11/16/2023,209.8
11/17/2023,211.4
11/20/2023,213
11/21/2023,212.1
11/22/2023,213.6
11/23/2023,214.7
11/24/2023,215.9
11/27/2023,215.6
11/28/2023,214.3
11/29/2023,215.5
11/30/2023,217.8
12/1/2023,219.1
12/4/2023,219.5
12/5/2023,222.1
12/6/2023,223.2
12/7/2023,224.1
12/8/2023,224.6
12/11/2023,227.7
12/12/2023,228.8
12/13/2023,227.7
12/14/2023,229.9
12/15/2023,231.3
12/18/2023,231.1
12/19/2023,231.9
12/20/2023,232.8
12/21/2023,231.1
12/22/2023,231.9
12/27/2023,232.1
12/28/2023,231.9
12/29/2023,233.5
1/2/2024,234.1
1/3/2024,231.2
1/4/2024,232.2
1/5/2024,228.6
1/8/2024,230.6
1/9/2024,228.9
1/10/2024,229.1
1/11/2024,228.6
1/12/2024,232.3
1/15/2024,230.6
1/16/2024,229.8
1/17/2024,226.1
1/18/2024,227
1/19/2024,230.6
1/22/2024,238.7
1/23/2024,237.9
1/24/2024,241.3
1/25/2024,242.5
1/26/2024,244.1
1/29/2024,244.7
1/30/2024,246.4
1/31/2024,245.9
2/1/2024,246.3
2/2/2024,247.1
2/5/2024,246
2/6/2024,247.7
2/7/2024,247.5
2/8/2024,248.6
2/9/2024,247.8
2/12/2024,250.1
2/13/2024,249.4
2/14/2024,250.8
2/15/2024,251.4
2/16/2024,255.4
2/19/2024,256.2
2/20/2024,255.6
2/21/2024,254.4
2/22/2024,257.5
2/23/2024,260
2/26/2024,260.5
2/27/2024,259.1
2/28/2024,259
2/29/2024,260.4
3/1/2024,260
3/4/2024,259.5
3/5/2024,259.5
3/6/2024,260.5
